"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"JP1";"1X06_LOCK";1;"";;;
2;"USB1";"MICRO-USB5+4P-SMD-0.65-B";1;"ST-USB-001G";;;
3;"C2";"C0603";1;"100nf";;;
4;"SW1,SW2";"SW2-2.6-3.0X2.5X1.2+0.4MM";2;"B3U-1000P-2P-SMD";;;
5;"D2";"LED-0805";1;"YELLOW-0805";;;
6;"C3";"AVX-B";1;"22uf";;;
7;"JP3,JP2";"1X10_LOCK";2;"M10LOCK";;;
8;"U1";"SOIC127P1030X265-20N";1;"PIC16F1459-I/SO";;;
9;"R2,R3";"R0603";2;"200R 1/10W";;;
10;"D1";"LED-0805";1;"GREEN-0805";;;
11;"C1";"C0603";1;"1uf";;;
12;"R1";"R0603";1;"10K";;;
